"dateid01","div","price"
1/1/1871,1.5994,4.4363
2/1/1871,1.5686,4.4196
3/1/1871,1.5539,4.429
4/1/1871,1.5913,4.494
5/1/1871,1.6134,4.542
6/1/1871,1.6292,4.5493
7/1/1871,1.6292,4.5306
8/1/1871,1.6448,4.559
9/1/1871,1.6214,4.5456
10/1/1871,1.6054,4.4771
11/1/1871,1.6054,4.488
12/1/1871,1.5831,4.4865
1/1/1872,1.5953,4.5114
2/1/1872,1.6094,4.5156
3/1/1872,1.6054,4.5329
4/1/1872,1.5953,4.5383
5/1/1872,1.6094,4.5383
6/1/1872,1.6273,4.5359
7/1/1872,1.6544,4.5448
8/1/1872,1.6582,4.5255
9/1/1872,1.662,4.5001
10/1/1872,1.6956,4.5263
11/1/1872,1.679,4.4929
12/1/1872,1.7047,4.5314
1/1/1873,1.712,4.5394
2/1/1873,1.6993,4.5253
3/1/1873,1.7066,4.5175
4/1/1873,1.7156,4.5037
5/1/1873,1.7457,4.5275
6/1/1873,1.7834,4.5434
7/1/1873,1.7901,4.5414
8/1/1873,1.7984,4.5414
9/1/1873,1.8066,4.4619
10/1/1873,1.8374,4.3937
11/1/1873,1.8764,4.3888
12/1/1873,1.8594,4.4549
1/1/1874,1.8453,4.4922
2/1/1874,1.8453,4.5219
3/1/1874,1.8453,4.5071
4/1/1874,1.8594,4.4948
5/1/1874,1.8672,4.4762
6/1/1874,1.8916,4.4956
7/1/1874,1.884,4.4876
8/1/1874,1.8916,4.4979
9/1/1874,1.8916,4.5134
10/1/1874,1.9081,4.5274
11/1/1874,1.9169,4.5445
12/1/1874,1.9169,4.5379
1/1/1875,1.9081,4.5379
2/1/1875,1.9006,4.5357
3/1/1875,1.8931,4.5488
4/1/1875,1.8779,4.5537
5/1/1875,1.8946,4.539
6/1/1875,1.9036,4.5356
7/1/1875,1.8961,4.538
8/1/1875,1.8795,4.534
9/1/1875,1.8795,4.5334
10/1/1875,1.8718,4.5172
11/1/1875,1.8718,4.5419
12/1/1875,1.8718,4.5506
1/1/1876,1.881,4.5797
2/1/1876,1.881,4.5931
3/1/1876,1.881,4.5909
4/1/1876,1.8901,4.5612
5/1/1876,1.9257,4.5598
6/1/1876,1.953,4.5805
7/1/1876,1.953,4.5683
8/1/1876,1.9445,4.5166
9/1/1876,1.9344,4.4443
10/1/1876,1.9169,4.4205
11/1/1876,1.9066,4.3922
12/1/1876,1.8901,4.3687
1/1/1877,1.8405,4.3428
2/1/1877,1.8358,4.3082
3/1/1877,1.8485,4.3016
4/1/1877,1.7851,4.1987
5/1/1877,1.7334,4.1807
6/1/1877,1.7509,4.1617
7/1/1877,1.7029,4.1952
8/1/1877,1.7011,4.3012
9/1/1877,1.6696,4.3713
10/1/1877,1.6273,4.3927
11/1/1877,1.6014,4.3973
12/1/1877,1.5539,4.3942
1/1/1878,1.581,4.4247
2/1/1878,1.5872,4.4133
3/1/1878,1.6034,4.4531
4/1/1878,1.6094,4.4911
5/1/1878,1.6371,4.5269
6/1/1878,1.6563,4.5702
7/1/1878,1.6409,4.5791
8/1/1878,1.6233,4.5593
9/1/1878,1.6194,4.5794
10/1/1878,1.6273,4.5791
11/1/1878,1.6332,4.5876
12/1/1878,1.6525,4.6048
1/1/1879,1.6487,4.6303
2/1/1879,1.6467,4.6544
3/1/1879,1.6677,4.6496
4/1/1879,1.6882,4.6935
5/1/1879,1.6974,4.7376
6/1/1879,1.7174,4.7544
7/1/1879,1.7138,4.7627
8/1/1879,1.7228,4.7701
9/1/1879,1.6974,4.772
10/1/1879,1.6506,4.8208
11/1/1879,1.6074,4.821
12/1/1879,1.5872,4.7891
1/1/1880,1.581,4.798
2/1/1880,1.6054,4.8154
3/1/1880,1.6194,4.825
4/1/1880,1.6808,4.8406
5/1/1880,1.7334,4.788
6/1/1880,1.7766,4.8126
7/1/1880,1.7984,4.8575
8/1/1880,1.8197,4.8928
9/1/1880,1.8294,4.8806
10/1/1880,1.85,4.9091
11/1/1880,1.8594,4.9502
12/1/1880,1.8687,4.9803
1/1/1881,1.8976,5.0486
2/1/1881,1.9066,5.0353
3/1/1881,1.9242,5.0466
4/1/1881,1.933,5.0334
5/1/1881,1.9601,5.0874
6/1/1881,1.9782,5.0996
7/1/1881,1.9851,5.0541
8/1/1881,1.9824,5.0106
9/1/1881,1.9601,4.9805
10/1/1881,1.9671,4.9551
11/1/1881,1.9933,4.9709
12/1/1881,2.0082,4.9414
1/1/1882,2.0082,4.9262
2/1/1882,1.9988,4.8948
3/1/1882,1.9988,4.8931
4/1/1882,1.9906,4.8838
5/1/1882,1.981,4.8625
6/1/1882,1.9713,4.8482
7/1/1882,1.981,4.9121
8/1/1882,1.9713,4.9325
9/1/1882,1.9988,4.9696
10/1/1882,2.0082,4.9513
11/1/1882,2.0176,4.9169
12/1/1882,2.0268,4.9315
1/1/1883,2.0295,4.9264
2/1/1883,2.0229,4.8943
3/1/1883,2.0347,4.916
4/1/1883,2.0477,4.9462
5/1/1883,2.0592,4.9387
6/1/1883,2.0919,4.9769
7/1/1883,2.1138,4.9815
8/1/1883,2.1175,4.935
9/1/1883,2.1294,4.9562
10/1/1883,2.1318,4.9288
11/1/1883,2.1448,4.9539
12/1/1883,2.1377,4.9213
1/1/1884,2.1318,4.8909
2/1/1884,2.127,4.9175
3/1/1884,2.1223,4.9138
4/1/1884,2.1377,4.8882
5/1/1884,2.1541,4.825
6/1/1884,2.1483,4.7833
7/1/1884,2.1541,4.7941
8/1/1884,2.1494,4.855
9/1/1884,2.1552,4.8338
10/1/1884,2.1599,4.8116
11/1/1884,2.1782,4.8136
12/1/1884,2.1838,4.8227
1/1/1885,2.1645,4.7994
2/1/1885,2.1342,4.8182
3/1/1885,2.1377,4.8435
4/1/1885,2.1054,4.8296
5/1/1885,2.1078,4.8413
6/1/1885,2.1114,4.8605
7/1/1885,2.0782,4.8851
8/1/1885,2.0554,4.9396
9/1/1885,2.0451,4.9388
10/1/1885,2.0229,4.9953
11/1/1885,1.9865,5.0463
12/1/1885,1.9387,5.0151
1/1/1886,1.9559,5.0386
2/1/1886,1.9488,5.0576
3/1/1886,1.9544,5.0486
4/1/1886,1.9587,5.0472
5/1/1886,1.9769,5.0522
6/1/1886,1.981,5.1096
7/1/1886,1.9615,5.1121
8/1/1886,1.9416,5.1072
9/1/1886,1.9344,5.1329
10/1/1886,1.9272,5.158
11/1/1886,1.9199,5.1825
12/1/1886,1.9006,5.1439
1/1/1887,1.8871,5.1092
2/1/1887,1.8871,5.0901
3/1/1887,1.8976,5.1133
4/1/1887,1.9081,5.136
5/1/1887,1.9199,5.1531
6/1/1887,1.9416,5.1357
7/1/1887,1.9643,5.1229
8/1/1887,1.9629,5.0856
9/1/1887,1.9851,5.0846
10/1/1887,1.9838,5.0386
11/1/1887,1.9824,5.0458
12/1/1887,1.9685,5.0169
1/1/1888,1.9502,5.013
2/1/1888,1.9559,5.0188
3/1/1888,1.9488,4.9802
4/1/1888,1.953,4.9957
5/1/1888,1.9587,5.021
6/1/1888,1.9629,5.0014
7/1/1888,1.9445,5.0152
8/1/1888,1.9373,5.0364
9/1/1888,1.9301,5.0608
10/1/1888,1.911,5.0435
11/1/1888,1.8931,5.0112
12/1/1888,1.8856,4.9919
1/1/1889,1.9169,5.0463
2/1/1889,1.9242,5.0697
3/1/1889,1.933,5.0608
4/1/1889,1.9301,5.0589
5/1/1889,1.9502,5.1102
6/1/1889,1.9473,5.127
7/1/1889,1.943,5.1064
8/1/1889,1.9402,5.1195
9/1/1889,1.9228,5.1311
10/1/1889,1.9199,5.1127
11/1/1889,1.9155,5.1034
12/1/1889,1.9006,5.0855
1/1/1890,1.9242,5.1214
2/1/1890,1.9242,5.1102
3/1/1890,1.9242,5.1027
4/1/1890,1.9242,5.1233
5/1/1890,1.9125,5.1527
6/1/1890,1.9125,5.1455
7/1/1890,1.9125,5.1383
8/1/1890,1.8764,5.0782
9/1/1890,1.8641,5.0496
10/1/1890,1.8641,5.0034
11/1/1890,1.8871,4.9516
12/1/1890,1.8871,4.928
1/1/1891,1.9006,4.991
2/1/1891,1.8871,4.9912
3/1/1891,1.8764,4.9607
4/1/1891,1.8641,4.9815
5/1/1891,1.8764,4.9893
6/1/1891,1.9006,4.993
7/1/1891,1.9125,4.9887
8/1/1891,1.9125,5.0216
9/1/1891,1.9242,5.1121
10/1/1891,1.9242,5.1121
11/1/1891,1.9373,5.1096
12/1/1891,1.9373,5.1396
1/1/1892,1.9699,5.1835
2/1/1892,1.9782,5.1853
3/1/1892,2.0122,5.2225
4/1/1892,2.0321,5.2341
5/1/1892,2.0399,5.2341
6/1/1892,2.0464,5.2287
7/1/1892,2.0281,5.202
8/1/1892,2.0215,5.2033
9/1/1892,2.0281,5.1781
10/1/1892,2.036,5.1979
11/1/1892,2.0176,5.1687
12/1/1892,2.0122,5.1453
1/1/1893,1.9782,5.1265
2/1/1893,1.9699,5.0965
3/1/1893,1.9974,5.0836
4/1/1893,2.0122,5.0959
5/1/1893,2.0295,5.0156
6/1/1893,2.058,4.9923
7/1/1893,2.0869,4.9203
8/1/1893,2.1306,4.9364
9/1/1893,2.0931,4.9648
10/1/1893,2.0844,4.9811
11/1/1893,2.1138,5.0228
12/1/1893,2.1306,5.0006
1/1/1894,2.1448,5.0074
2/1/1894,2.1448,5.0351
3/1/1894,2.1599,5.093
4/1/1894,2.1459,5.1062
5/1/1894,2.1318,5.0683
6/1/1894,2.1175,5.0545
7/1/1894,2.1029,5.0336
8/1/1894,2.0592,5.0419
9/1/1894,2.0295,5.0437
10/1/1894,2.0425,5.0401
11/1/1894,2.0268,5.0401
12/1/1894,2.0255,5.0453
1/1/1895,2.0176,5.0336
2/1/1895,2.0096,5.0193
3/1/1895,2.0015,5.0193
4/1/1895,1.9516,5.0189
5/1/1895,1.9286,5.0585
6/1/1895,1.9066,5.0642
7/1/1895,1.9125,5.0821
8/1/1895,1.9184,5.1106
9/1/1895,1.9095,5.1169
10/1/1895,1.9006,5.1022
11/1/1895,1.8916,5.068
12/1/1895,1.8976,5.0213
1/1/1896,1.9081,5.0239
2/1/1896,1.9169,5.0795
3/1/1896,1.9125,5.0637
4/1/1896,1.9228,5.0874
5/1/1896,1.933,5.0977
6/1/1896,1.943,5.0944
7/1/1896,1.9387,5.0274
8/1/1896,1.9344,4.9688
9/1/1896,1.9301,5.0199
10/1/1896,1.8961,5.0122
11/1/1896,1.8625,5.0493
12/1/1896,1.8579,5.0121
1/1/1897,1.8871,5.0411
2/1/1897,1.8871,5.0315
3/1/1897,1.8871,5.034
4/1/1897,1.9006,5.0173
5/1/1897,1.9169,5.0372
6/1/1897,1.9169,5.0827
7/1/1897,1.9169,5.1263
8/1/1897,1.8718,5.1448
9/1/1897,1.8437,5.1635
10/1/1897,1.8579,5.145
11/1/1897,1.8579,5.1092
12/1/1897,1.8579,5.1304
1/1/1898,1.8672,5.1574
2/1/1898,1.861,5.1412
3/1/1898,1.8703,5.095
4/1/1898,1.8795,5.0776
5/1/1898,1.8197,5.0731
6/1/1898,1.8976,5.1795
7/1/1898,1.9199,5.1976
8/1/1898,1.9286,5.2343
9/1/1898,1.9373,5.2324
10/1/1898,1.9459,5.2113
11/1/1898,1.9544,5.2438
12/1/1898,1.9488,5.2897
1/1/1899,1.953,5.3631
2/1/1899,1.9286,5.3725
3/1/1899,1.933,5.3866
4/1/1899,1.9242,5.3854
5/1/1899,1.9286,5.3429
6/1/1899,1.9184,5.3066
7/1/1899,1.9095,5.3274
8/1/1899,1.9006,5.3395
9/1/1899,1.8656,5.2903
10/1/1899,1.8579,5.2732
11/1/1899,1.85,5.2797
12/1/1899,1.8405,5.197
1/1/1900,1.8764,5.2102
2/1/1900,1.8976,5.2161
3/1/1900,1.9315,5.2241
4/1/1900,1.9629,5.2368
5/1/1900,2.0176,5.2124
6/1/1900,2.0592,5.1945
7/1/1900,2.0769,5.1822
8/1/1900,2.1175,5.208
9/1/1900,2.1318,5.1719
10/1/1900,2.1713,5.2198
11/1/1900,2.1972,5.2951
12/1/1900,2.2343,5.3659
1/1/1901,2.2279,5.3822
2/1/1901,2.246,5.4197
3/1/1901,2.2513,5.455
4/1/1901,2.269,5.5481
5/1/1901,2.2742,5.4964
6/1/1901,2.2803,5.5914
7/1/1901,2.2732,5.5094
8/1/1901,2.2659,5.5108
9/1/1901,2.2586,5.4935
10/1/1901,2.2638,5.4822
11/1/1901,2.2576,5.4913
12/1/1901,2.2502,5.4631
1/1/1902,2.2649,5.4963
2/1/1902,2.268,5.5048
3/1/1902,2.2701,5.5061
4/1/1902,2.2607,5.5276
5/1/1902,2.2513,5.5135
6/1/1902,2.2428,5.4959
7/1/1902,2.245,5.5182
8/1/1902,2.2597,5.5563
9/1/1902,2.2502,5.5469
10/1/1902,2.1849,5.4473
11/1/1902,2.2214,5.4411
12/1/1902,2.2127,5.4066
